date,platform,campaign_name,ad_set,country,impressions,reach,clicks,likes,comments,shares,conversions,ad_spend,revenue,CTR,Engagement rate,ROI
31-12-2023,Facebook,Lead Generation,Youth,UK,37077,12292,2696,181,293,64,63,825.22,2349.9,7.27%,1.45%,184.76%
01-01-2024,Instagram,Lead Generation,Adults,USA,35409,29742,2434,2046,186,583,302,217.33,3663.87,6.87%,7.95%,1585.86%
01-01-2024,Instagram,Lead Generation,Adults,UK,21836,20076,4311,1313,337,213,149,794.97,558.9,19.74%,8.53%,-29.70%
02-01-2024,Facebook,Lead Generation,Students,Canada,31022,11576,1404,1853,294,639,61,783.93,1628.05,4.53%,8.98%,107.68%
02-01-2024,Facebook,Brand Awareness,Youth,Canada,44254,16374,2675,1213,151,473,482,866.01,4910.49,6.04%,4.15%,467.02%
04-01-2024,Facebook,Festive Sale,Professionals,Australia,49867,17248,4234,105,496,393,338,780.01,223.16,8.49%,1.99%,-71.39%
04-01-2024,Instagram,Festive Sale,Professionals,USA,20867,6235,2774,724,436,574,23,406.59,4938.6,13.29%,8.31%,1114.64%
05-01-2024,Facebook,Brand Awareness,Adults,India,38845,27611,2452,158,134,102,116,178.03,3679.36,6.31%,1.01%,1966.71%
05-01-2024,Instagram,Festive Sale,Students,Canada,6515,29415,1768,219,250,680,82,656.74,4083.24,27.14%,17.64%,521.74%
06-01-2024,Instagram,Brand Awareness,Adults,UK,12618,37413,1806,1916,131,160,261,296,1786.06,14.31%,17.49%,503.40%
07-01-2024,Instagram,Lead Generation,Professionals,UK,29362,31906,4130,2535,63,788,449,801.02,3462.23,14.07%,11.53%,332.23%
08-01-2024,Facebook,Product Launch,Students,Australia,14543,33014,2894,1602,133,306,207,402.64,1580.82,19.90%,14.03%,292.61%
09-01-2024,Facebook,Product Launch,Students,India,22991,33134,4690,102,359,333,80,112.84,1388.82,20.40%,3.45%,1130.79%
10-01-2024,Facebook,Brand Awareness,Professionals,USA,27111,27649,1895,1175,184,562,452,77.67,2399.9,6.99%,7.09%,2989.87%
10-01-2024,Facebook,Brand Awareness,Youth,Australia,12957,35068,3713,1849,460,699,378,767.84,2024.24,28.66%,23.22%,163.63%
11-01-2024,Instagram,Lead Generation,Adults,Australia,16339,35836,315,1889,466,167,412,867.57,4094.07,1.93%,15.44%,371.90%
11-01-2024,Facebook,Brand Awareness,Adults,Canada,9609,32691,2152,2197,275,419,341,346.17,4081.81,22.40%,30.09%,1079.13%
12-01-2024,Instagram,Brand Awareness,Students,Canada,15201,1128,4928,424,419,751,197,282.93,2679.43,32.42%,10.49%,847.03%
12-01-2024,Facebook,Lead Generation,Adults,Australia,14731,31136,3226,492,60,26,344,66.05,2238.41,21.90%,3.92%,3288.96%
13-01-2024,Facebook,Festive Sale,Adults,Canada,28105,22396,2677,2307,342,230,156,194.94,3277.27,9.52%,10.24%,1581.17%
14-01-2024,Facebook,Lead Generation,Professionals,UK,15622,36303,1890,1708,200,716,489,168.79,4829.85,12.10%,16.80%,2761.46%
15-01-2024,Facebook,Brand Awareness,Professionals,Australia,24849,2693,3006,2771,495,507,384,862.32,1409.13,12.10%,15.18%,63.41%
15-01-2024,Facebook,Product Launch,Students,USA,39698,28874,1721,1457,492,86,39,393.78,2129.67,4.34%,5.13%,440.83%
17-01-2024,Instagram,Product Launch,Adults,India,32551,3945,59,350,367,160,352,873.31,1138.67,0.18%,2.69%,30.39%
18-01-2024,Facebook,Festive Sale,Professionals,India,5897,31774,3671,2785,201,795,135,792.01,2264.53,62.25%,64.12%,185.92%
18-01-2024,Facebook,Festive Sale,Professionals,Australia,26752,7172,2808,1546,294,144,18,830.25,93.44,10.50%,7.42%,-88.75%
20-01-2024,Facebook,Lead Generation,Youth,USA,1145,13473,1162,422,172,316,19,295.06,4510.89,101.48%,79.48%,1428.80%
21-01-2024,Facebook,Brand Awareness,Youth,Australia,35836,14916,1354,2468,469,335,433,315.27,4872.87,3.78%,9.13%,1445.62%
22-01-2024,Instagram,Brand Awareness,Professionals,UK,31607,15599,2862,1699,495,274,366,395.23,2581.86,9.05%,7.81%,553.26%
23-01-2024,Facebook,Product Launch,Youth,India,36474,16405,2972,2987,85,748,298,833.9,2132.38,8.15%,10.47%,155.71%
23-01-2024,Instagram,Product Launch,Students,UK,39001,4934,4767,2343,171,672,114,910.27,1448.37,12.22%,8.17%,59.11%
25-01-2024,Instagram,Brand Awareness,Professionals,USA,21536,20735,1758,1704,365,110,381,151.36,2394.02,8.16%,10.12%,1481.67%
25-01-2024,Instagram,Festive Sale,Professionals,UK,38879,28028,1623,2544,61,792,308,643.22,2321.64,4.17%,8.74%,260.94%
25-01-2024,Instagram,Product Launch,Adults,India,24544,23353,3602,1935,390,244,319,221.33,2714.78,14.68%,10.47%,1126.58%
27-01-2024,Instagram,Product Launch,Adults,Canada,23852,36110,110,452,302,252,50,566,370.09,0.46%,4.22%,-34.61%
27-01-2024,Instagram,Lead Generation,Students,Australia,26957,36869,2465,833,469,723,186,225.31,4223.84,9.14%,7.51%,1774.68%
28-01-2024,Facebook,Festive Sale,Adults,Canada,38265,14995,4051,345,268,559,176,578.42,2357.64,10.59%,3.06%,307.60%
28-01-2024,Facebook,Lead Generation,Students,Canada,33018,33946,4277,570,208,345,344,417.12,3112.05,12.95%,3.40%,646.08%
29-01-2024,Facebook,Brand Awareness,Students,USA,9926,14037,1230,167,272,55,377,850.58,4401.97,12.39%,4.98%,417.53%
29-01-2024,Facebook,Product Launch,Adults,Canada,20149,3563,1441,2360,450,612,399,855.46,1656.66,7.15%,16.98%,93.66%
29-01-2024,Facebook,Brand Awareness,Students,UK,13601,22048,3941,87,336,666,355,493.68,788.22,28.98%,8.01%,59.66%
01-02-2024,Facebook,Festive Sale,Youth,India,2407,26396,2442,2217,148,293,317,714.76,1286.97,101.45%,110.43%,80.06%
03-02-2024,Instagram,Festive Sale,Students,USA,21107,9114,2078,685,422,764,69,321.4,1674.11,9.85%,8.86%,420.88%
03-02-2024,Instagram,Brand Awareness,Adults,Australia,4326,24961,2938,1528,302,285,246,682.25,2811.85,67.91%,48.89%,312.14%
03-02-2024,Facebook,Lead Generation,Students,Canada,23200,6583,4347,2613,205,195,18,878.08,1394.89,18.74%,12.99%,58.86%
04-02-2024,Instagram,Lead Generation,Adults,Canada,44628,20630,4591,864,95,528,463,27.7,4341.02,10.29%,3.33%,15571.55%
04-02-2024,Instagram,Brand Awareness,Youth,Canada,41566,7549,3031,155,267,182,228,164.03,878.74,7.29%,1.45%,435.72%
05-02-2024,Facebook,Festive Sale,Professionals,UK,35886,12861,4271,2832,352,628,172,321.1,2182.05,11.90%,10.62%,579.55%
06-02-2024,Facebook,Product Launch,Students,Canada,15130,30644,3232,1910,46,408,379,445.1,2813.47,21.36%,15.62%,532.10%
07-02-2024,Instagram,Lead Generation,Students,USA,7054,32429,3187,1648,299,369,306,312.95,1619.52,45.18%,32.83%,417.50%
08-02-2024,Instagram,Lead Generation,Adults,India,13379,11729,4950,1110,41,708,341,995.65,2471.9,37.00%,13.89%,148.27%
10-02-2024,Facebook,Brand Awareness,Professionals,Canada,18118,2786,1018,1940,268,300,221,96.16,946.26,5.62%,13.84%,884.05%
10-02-2024,Facebook,Lead Generation,Students,USA,33559,10303,4359,2597,80,367,348,705.82,2887.45,12.99%,9.07%,309.09%
10-02-2024,Instagram,Product Launch,Students,Canada,31936,12488,781,1991,469,344,120,232.81,689.03,2.45%,8.78%,195.96%
11-02-2024,Facebook,Product Launch,Professionals,India,37931,2387,1769,2858,232,371,121,93.06,972.35,4.66%,9.12%,944.86%
11-02-2024,Facebook,Brand Awareness,Youth,USA,47562,35007,3801,1136,416,16,335,872.18,4757.9,7.99%,3.30%,445.52%
12-02-2024,Instagram,Lead Generation,Students,Australia,8868,36663,2226,1521,247,745,342,969.66,1273.51,25.10%,28.34%,31.34%
16-02-2024,Facebook,Lead Generation,Students,Australia,14276,39245,373,809,228,784,360,677.93,365.94,2.61%,12.76%,-46.02%
16-02-2024,Facebook,Festive Sale,Professionals,Australia,39799,9920,3266,837,67,24,377,301.52,4861.64,8.21%,2.33%,1512.38%
16-02-2024,Facebook,Brand Awareness,Students,Canada,47825,15889,4066,2355,368,774,287,153.84,2645.22,8.50%,7.31%,1619.46%
16-02-2024,Facebook,Brand Awareness,Youth,USA,22168,21461,2192,569,431,265,144,698.52,2835.37,9.89%,5.71%,305.91%
16-02-2024,Instagram,Brand Awareness,Youth,USA,29091,16207,4811,2400,340,341,87,850.93,888.86,16.54%,10.59%,4.46%
17-02-2024,Facebook,Brand Awareness,Adults,Canada,42302,13337,1380,318,2,761,47,832.28,4003.81,3.26%,2.56%,381.07%
20-02-2024,Facebook,Brand Awareness,Youth,India,36289,7519,4775,2566,453,161,246,939.08,1893.07,13.16%,8.76%,101.59%
20-02-2024,Instagram,Product Launch,Professionals,USA,20324,29859,2072,2360,363,794,143,970.38,1103.94,10.19%,17.30%,13.76%
20-02-2024,Facebook,Lead Generation,Students,India,16155,9818,1522,1675,467,682,151,681.57,3540.69,9.42%,17.48%,419.49%
22-02-2024,Instagram,Product Launch,Youth,Canada,46465,8647,2036,2020,350,793,186,196.29,2467.27,4.38%,6.81%,1156.95%
23-02-2024,Facebook,Product Launch,Youth,India,24308,5947,4769,2364,383,76,41,647.95,3483.49,19.62%,11.61%,437.62%
24-02-2024,Facebook,Brand Awareness,Adults,Canada,16958,28050,2564,592,7,770,195,194.7,2195.17,15.12%,8.07%,1027.46%
24-02-2024,Instagram,Product Launch,Adults,Canada,9070,8968,2781,16,106,365,165,38,531.41,30.66%,5.37%,1298.45%
24-02-2024,Instagram,Lead Generation,Professionals,Australia,24042,12855,4380,1167,174,27,262,115.86,2657.11,18.22%,5.69%,2193.38%
25-02-2024,Instagram,Brand Awareness,Students,Canada,24777,2905,1460,2702,481,593,301,717.54,1762.56,5.89%,15.24%,145.64%
27-02-2024,Facebook,Festive Sale,Youth,India,34980,25140,4201,678,26,610,172,605.35,2588.05,12.01%,3.76%,327.53%
28-02-2024,Instagram,Brand Awareness,Youth,UK,22411,11594,3738,535,220,257,317,555.52,159.56,16.68%,4.52%,-71.28%
01-03-2024,Instagram,Festive Sale,Professionals,UK,9084,20987,2514,2603,258,755,312,505.49,4166.1,27.68%,39.81%,724.17%
01-03-2024,Instagram,Brand Awareness,Adults,Australia,17535,11839,806,2548,359,377,246,65.41,4847.75,4.60%,18.73%,7311.33%
02-03-2024,Instagram,Product Launch,Professionals,Australia,13861,25731,2698,468,443,80,326,345.29,2051.1,19.46%,7.15%,494.02%
03-03-2024,Facebook,Product Launch,Professionals,UK,41935,15637,4010,1768,136,221,447,82.63,3753.15,9.56%,5.07%,4442.12%
03-03-2024,Facebook,Festive Sale,Students,UK,39265,4200,2433,867,170,166,104,519.8,2472.19,6.20%,3.06%,375.60%
05-03-2024,Instagram,Festive Sale,Students,Australia,13940,14553,3772,2848,496,208,408,823.43,210.78,27.06%,25.48%,-74.40%
07-03-2024,Instagram,Brand Awareness,Youth,India,12673,23827,3369,822,417,792,239,121.09,4033.12,26.58%,16.03%,3230.68%
09-03-2024,Instagram,Lead Generation,Adults,UK,32624,27269,1333,1041,253,666,449,223.39,1308.55,4.09%,6.01%,485.77%
09-03-2024,Facebook,Brand Awareness,Youth,UK,38341,37338,2931,858,220,166,207,896.56,1284.29,7.64%,3.24%,43.25%
09-03-2024,Facebook,Product Launch,Students,USA,17892,36571,1842,2786,240,166,353,887.43,238.86,10.30%,17.84%,-73.08%
13-03-2024,Instagram,Festive Sale,Professionals,India,44730,32429,4008,948,451,23,237,125.38,1162.56,8.96%,3.18%,827.23%
15-03-2024,Facebook,Product Launch,Adults,USA,34541,27367,2704,2790,203,353,379,221.78,1807.91,7.83%,9.69%,715.18%
15-03-2024,Instagram,Festive Sale,Students,USA,37591,31148,941,2603,131,37,86,990.21,4670.83,2.50%,7.37%,371.70%
15-03-2024,Facebook,Lead Generation,Adults,Canada,2168,28585,1389,357,257,568,87,587.04,3381.1,64.07%,54.52%,475.96%
15-03-2024,Facebook,Brand Awareness,Youth,India,38679,36625,3740,2170,72,184,148,455.23,4934.71,9.67%,6.27%,984.00%
16-03-2024,Facebook,Festive Sale,Adults,USA,16630,19533,4504,739,278,96,260,845.96,310.73,27.08%,6.69%,-63.27%
18-03-2024,Facebook,Brand Awareness,Youth,India,41701,16562,3554,1586,413,560,343,505.75,3290.19,8.52%,6.14%,550.56%
18-03-2024,Instagram,Brand Awareness,Adults,UK,16198,16429,3459,35,239,460,262,157.94,2893.13,21.35%,4.53%,1731.79%
20-03-2024,Facebook,Lead Generation,Students,UK,30813,8660,539,2016,95,378,170,37.98,3610.02,1.75%,8.08%,9405.06%
21-03-2024,Instagram,Product Launch,Youth,Australia,10045,38843,1698,2236,6,612,307,281.25,679.66,16.90%,28.41%,141.66%
22-03-2024,Instagram,Lead Generation,Professionals,Canada,37160,13464,1308,263,452,542,293,952.9,3791.58,3.52%,3.38%,297.90%
23-03-2024,Facebook,Product Launch,Youth,India,38268,36078,2461,2289,155,107,391,927.99,3286.33,6.43%,6.67%,254.13%
26-03-2024,Facebook,Product Launch,Students,USA,3880,13270,2994,1870,339,755,234,225.08,229.45,77.16%,76.39%,1.94%
27-03-2024,Facebook,Brand Awareness,Students,USA,9695,19697,2378,1453,374,510,310,378.18,4977.97,24.53%,24.11%,1216.30%
28-03-2024,Facebook,Brand Awareness,Professionals,Canada,30863,33740,2671,771,489,772,316,675.36,350.81,8.65%,6.58%,-48.06%
29-03-2024,Facebook,Brand Awareness,Professionals,India,20403,2564,3546,1168,293,35,211,87.9,178.61,17.38%,7.33%,103.20%
30-03-2024,Facebook,Lead Generation,Professionals,Canada,4225,4475,3112,1285,255,218,333,977.86,3575.63,73.66%,41.61%,265.66%
30-03-2024,Instagram,Lead Generation,Students,USA,16116,2247,4233,1983,271,38,5,114.72,1610.43,26.27%,14.22%,1303.79%
30-03-2024,Instagram,Product Launch,Youth,UK,25831,32723,2797,1366,300,744,178,806.35,433.56,10.83%,9.33%,-46.23%
31-03-2024,Instagram,Lead Generation,Professionals,USA,1153,38663,1799,1637,43,135,252,274.84,1664.05,156.03%,157.42%,505.46%
01-04-2024,Facebook,Lead Generation,Professionals,UK,38244,29115,1515,2983,255,633,78,742.64,4797.09,3.96%,10.12%,545.95%
02-04-2024,Instagram,Product Launch,Professionals,USA,49247,8173,4533,1598,258,773,479,114.52,3141.57,9.20%,5.34%,2643.25%
03-04-2024,Instagram,Product Launch,Professionals,India,39591,34960,1824,1215,73,218,315,99.93,1921.95,4.61%,3.80%,1823.30%
04-04-2024,Facebook,Brand Awareness,Youth,UK,11358,10428,2670,2404,24,631,179,538.17,960.54,23.51%,26.93%,78.48%
04-04-2024,Instagram,Festive Sale,Adults,Canada,16734,6232,4624,434,410,239,426,785.87,2477.77,27.63%,6.47%,215.29%
04-04-2024,Instagram,Festive Sale,Students,USA,6580,23742,2825,1578,77,412,247,481.13,3688.82,42.93%,31.41%,666.70%
05-04-2024,Facebook,Festive Sale,Students,India,4432,26323,3322,1864,409,721,104,175.43,4549.75,74.95%,67.55%,2493.48%
05-04-2024,Facebook,Brand Awareness,Adults,USA,47270,15993,4853,1287,12,257,122,581.15,1254.68,10.27%,3.29%,115.90%
05-04-2024,Instagram,Brand Awareness,Youth,Australia,6670,32120,530,1342,12,392,247,720.53,2525.73,7.95%,26.18%,250.54%
07-04-2024,Facebook,Brand Awareness,Professionals,UK,17121,28272,4361,1370,474,714,300,433.18,1291.48,25.47%,14.94%,198.14%
07-04-2024,Facebook,Product Launch,Professionals,Canada,31111,1664,352,2327,461,143,308,381.29,2545.17,1.13%,9.42%,567.52%
08-04-2024,Instagram,Lead Generation,Youth,Canada,31329,1029,3399,888,137,260,256,717.95,3524.22,10.85%,4.10%,390.87%
08-04-2024,Facebook,Brand Awareness,Youth,Canada,6596,20983,1362,840,150,587,430,123.15,2444.22,20.65%,23.91%,1884.75%
08-04-2024,Facebook,Product Launch,Professionals,India,27950,33117,4521,1427,67,729,17,993.24,4185.04,16.18%,7.95%,321.35%
11-04-2024,Facebook,Festive Sale,Students,UK,46528,13463,4272,49,141,687,219,635.67,2755.64,9.18%,1.88%,333.50%
12-04-2024,Facebook,Festive Sale,Adults,Canada,5732,22722,615,196,462,385,289,298.9,1348.46,10.73%,18.20%,351.14%
13-04-2024,Facebook,Festive Sale,Youth,India,26464,35608,4741,1411,69,508,405,985.09,3525.08,17.91%,7.51%,257.84%
13-04-2024,Instagram,Product Launch,Adults,Canada,26009,16363,1812,2085,208,698,233,641.02,4121.55,6.97%,11.50%,542.97%
14-04-2024,Instagram,Product Launch,Adults,USA,35899,23554,2759,2302,99,740,184,91.53,4047.92,7.69%,8.75%,4322.51%
16-04-2024,Facebook,Lead Generation,Youth,India,39968,30306,1469,102,476,285,299,612.6,3632.79,3.68%,2.16%,493.01%
17-04-2024,Facebook,Festive Sale,Students,Australia,43462,36769,951,1339,375,716,374,364.78,3858.43,2.19%,5.59%,957.74%
18-04-2024,Instagram,Festive Sale,Youth,India,20585,37764,1036,166,258,104,271,650.34,2802.77,5.03%,2.56%,330.97%
18-04-2024,Instagram,Lead Generation,Professionals,India,28829,2623,1291,340,333,13,403,783.16,4630.38,4.48%,2.38%,491.24%
20-04-2024,Facebook,Product Launch,Youth,Australia,31251,17504,2388,1058,213,404,290,148.92,4870.05,7.64%,5.36%,3170.25%
20-04-2024,Facebook,Brand Awareness,Students,Canada,26938,13872,848,1226,278,587,457,978.12,906.97,3.15%,7.76%,-7.27%
20-04-2024,Facebook,Lead Generation,Adults,Canada,48801,15911,4157,1407,339,342,437,158.94,1269.98,8.52%,4.28%,699.03%
22-04-2024,Instagram,Festive Sale,Students,India,6178,21069,499,780,98,80,329,797.19,540.33,8.08%,15.51%,-32.22%
22-04-2024,Instagram,Product Launch,Professionals,USA,15635,37781,3132,120,50,769,113,399.5,97.45,20.03%,6.01%,-75.61%
23-04-2024,Facebook,Product Launch,Youth,Canada,31063,39474,846,2071,305,755,12,592.76,1395.85,2.72%,10.08%,135.48%
24-04-2024,Instagram,Brand Awareness,Students,USA,24110,3970,3820,1525,258,467,75,657.76,1168.63,15.84%,9.33%,77.67%
26-04-2024,Facebook,Brand Awareness,Youth,Australia,28094,11250,713,1742,117,555,338,782.16,3262.77,2.54%,8.59%,317.15%
26-04-2024,Instagram,Lead Generation,Students,USA,4149,14031,4368,1968,270,278,136,760.86,4358.51,105.28%,60.64%,472.84%
27-04-2024,Facebook,Festive Sale,Adults,India,47736,39829,3201,2435,59,617,408,779.06,3963.43,6.71%,6.52%,408.75%
27-04-2024,Facebook,Lead Generation,Adults,Australia,30571,13912,2447,1122,29,539,69,252.36,3627.5,8.00%,5.53%,1337.43%
29-04-2024,Facebook,Festive Sale,Professionals,USA,14854,16435,4864,1825,431,594,456,74.4,4940.94,32.75%,19.19%,6541.05%
01-05-2024,Facebook,Lead Generation,Students,Australia,1901,2348,3246,104,169,525,113,870.65,4991.08,170.75%,41.98%,473.26%
02-05-2024,Instagram,Festive Sale,Professionals,India,10158,26401,52,237,264,455,113,172.6,511.41,0.51%,9.41%,196.30%
05-05-2024,Facebook,Brand Awareness,Professionals,USA,2269,4085,1096,2206,90,304,65,437.39,918.78,48.30%,114.59%,110.06%
05-05-2024,Instagram,Festive Sale,Professionals,UK,34313,16917,1234,1720,251,145,244,979.45,1192.55,3.60%,6.17%,21.76%
06-05-2024,Facebook,Festive Sale,Youth,UK,1402,11740,408,2680,381,760,213,223.18,1578.78,29.10%,272.54%,607.40%
07-05-2024,Facebook,Brand Awareness,Students,Canada,6583,32473,3020,2769,59,33,465,441.99,2878.49,45.88%,43.46%,551.26%
07-05-2024,Facebook,Brand Awareness,Youth,India,16867,3734,3796,2654,52,569,228,153.21,3160.27,22.51%,19.42%,1962.70%
07-05-2024,Facebook,Lead Generation,Youth,UK,28301,38979,795,1890,386,547,40,885.23,2146.44,2.81%,9.97%,142.47%
09-05-2024,Facebook,Product Launch,Youth,Canada,36919,31615,4152,2972,74,493,368,562.08,4480.41,11.25%,9.59%,697.11%
09-05-2024,Instagram,Lead Generation,Adults,Australia,41187,29064,4975,2645,413,15,193,440.66,4133.94,12.08%,7.46%,838.12%
10-05-2024,Facebook,Product Launch,Students,India,18632,10909,4943,1766,222,763,194,220.25,3140.46,26.53%,14.76%,1325.86%
10-05-2024,Instagram,Product Launch,Adults,India,42269,23961,1544,2351,115,769,432,940.09,542.33,3.65%,7.65%,-42.31%
11-05-2024,Instagram,Brand Awareness,Professionals,UK,41935,27508,1002,1344,208,243,133,723.92,2074.59,2.39%,4.28%,186.58%
12-05-2024,Facebook,Festive Sale,Youth,Canada,21116,21933,721,853,199,104,21,510.07,2009.91,3.41%,5.47%,294.05%
13-05-2024,Instagram,Festive Sale,Youth,India,30079,18360,482,2800,148,760,286,853.71,3457.01,1.60%,12.33%,304.94%
14-05-2024,Facebook,Brand Awareness,Youth,USA,1798,18258,3253,2300,410,543,339,783.68,4755.22,180.92%,180.92%,506.78%
17-05-2024,Instagram,Festive Sale,Students,Australia,9669,32869,2329,2606,492,395,21,722.47,660.12,24.09%,36.13%,-8.63%
18-05-2024,Instagram,Lead Generation,Youth,Australia,41456,36874,3077,2514,450,14,223,142.9,1838.15,7.42%,7.18%,1186.32%
19-05-2024,Instagram,Brand Awareness,Professionals,UK,41843,16035,2441,99,64,656,273,73.49,1455.04,5.83%,1.96%,1879.92%
20-05-2024,Instagram,Festive Sale,Adults,India,13126,12862,464,612,374,695,360,861.05,1887.58,3.53%,12.81%,119.22%
22-05-2024,Facebook,Brand Awareness,Students,UK,28710,26508,2241,2077,299,549,475,862.52,145.53,7.81%,10.19%,-83.13%
23-05-2024,Instagram,Festive Sale,Adults,Canada,6603,39584,1126,2099,370,488,495,656.95,4796.58,17.05%,44.78%,630.13%
23-05-2024,Instagram,Product Launch,Adults,Australia,36918,18506,3198,2261,4,725,117,85.2,1601.7,8.66%,8.10%,1779.93%
23-05-2024,Instagram,Festive Sale,Youth,UK,3121,38625,4432,848,89,721,115,284.99,1767.79,142.01%,53.12%,520.30%
24-05-2024,Facebook,Product Launch,Students,Canada,35695,22430,577,1292,303,407,118,221.82,2922.08,1.62%,5.61%,1217.32%
24-05-2024,Instagram,Product Launch,Professionals,Canada,9417,32925,3862,916,76,349,454,296.51,3379.61,41.01%,14.24%,1039.80%
25-05-2024,Instagram,Festive Sale,Youth,Canada,34291,19849,1622,1089,426,435,339,448.44,1097.03,4.73%,5.69%,144.63%
26-05-2024,Instagram,Festive Sale,Students,India,9307,36460,2310,2708,342,705,133,115.55,2799.82,24.82%,40.35%,2323.04%
26-05-2024,Instagram,Brand Awareness,Students,UK,20790,20457,4176,1645,330,45,50,299.8,3851.76,20.09%,9.72%,1184.78%
27-05-2024,Instagram,Lead Generation,Adults,Australia,4443,26795,2897,550,108,549,243,149.48,4075.65,65.20%,27.17%,2626.55%
28-05-2024,Instagram,Lead Generation,Adults,USA,37018,36082,356,1318,131,286,378,122.8,4156.14,0.96%,4.69%,3284.48%
29-05-2024,Instagram,Product Launch,Youth,Canada,33439,38641,63,374,205,530,33,30.64,4237.61,0.19%,3.32%,13730.32%
30-05-2024,Facebook,Brand Awareness,Youth,UK,39737,15896,155,1094,388,103,96,692.67,989.33,0.39%,3.99%,42.83%
30-05-2024,Instagram,Brand Awareness,Youth,UK,42168,1902,4362,2763,462,631,26,460.36,3900.17,10.34%,9.14%,747.20%
31-05-2024,Instagram,Brand Awareness,Youth,Australia,30424,26051,3424,1606,250,783,301,627.2,1222.79,11.25%,8.67%,94.96%
01-06-2024,Facebook,Product Launch,Students,India,17374,1932,1871,1400,325,244,16,538,3657.73,10.77%,11.33%,579.88%
02-06-2024,Facebook,Product Launch,Youth,India,43511,23168,3617,2233,133,742,230,692.94,584.13,8.31%,7.14%,-15.70%
02-06-2024,Facebook,Brand Awareness,Youth,UK,4240,36913,4915,1902,340,280,68,981.91,117.61,115.92%,59.48%,-88.02%
02-06-2024,Instagram,Festive Sale,Adults,Australia,29552,34876,1959,1538,178,718,297,967.97,4009.16,6.63%,8.24%,314.18%
03-06-2024,Facebook,Festive Sale,Adults,India,7256,30283,2293,2075,386,603,44,773.95,2573.97,31.60%,42.23%,232.58%
04-06-2024,Facebook,Lead Generation,Adults,USA,27424,18947,4685,241,313,8,31,159.28,810.48,17.08%,2.05%,408.84%
05-06-2024,Instagram,Lead Generation,Students,India,22673,19607,2164,2512,427,213,69,813.29,940.25,9.54%,13.90%,15.61%
06-06-2024,Instagram,Lead Generation,Adults,USA,46212,13900,4940,2306,247,150,275,141.26,1780.78,10.69%,5.85%,1160.64%
08-06-2024,Facebook,Product Launch,Adults,Canada,6529,14162,4009,2924,290,3,31,393.28,1290.19,61.40%,49.27%,228.06%
09-06-2024,Instagram,Lead Generation,Students,USA,32105,38577,4751,644,325,371,213,840.73,1766.94,14.80%,4.17%,110.17%
10-06-2024,Facebook,Festive Sale,Adults,India,10873,20442,3928,825,271,266,216,134.84,539.39,36.13%,12.53%,300.02%
10-06-2024,Facebook,Brand Awareness,Youth,UK,11514,8928,4855,1578,244,338,309,752.52,3778.52,42.17%,18.76%,402.12%
13-06-2024,Facebook,Brand Awareness,Adults,Australia,42266,9219,1933,1536,469,473,335,764.7,3999.76,4.57%,5.86%,423.05%
14-06-2024,Instagram,Brand Awareness,Adults,India,6127,1569,2354,2114,136,320,109,104.71,4547.85,38.42%,41.95%,4243.28%
15-06-2024,Facebook,Festive Sale,Students,USA,41005,29950,3738,2601,134,297,488,679.47,4740.88,9.12%,7.39%,597.73%
15-06-2024,Facebook,Product Launch,Youth,India,43137,36811,4350,2229,3,437,113,725.53,4448.53,10.08%,6.19%,513.14%
16-06-2024,Facebook,Lead Generation,Adults,USA,32169,12386,4311,616,453,784,329,406.69,4290.09,13.40%,5.76%,954.88%
18-06-2024,Instagram,Brand Awareness,Youth,UK,3148,22104,2831,317,55,750,107,570.52,890.08,89.93%,35.64%,56.01%
20-06-2024,Instagram,Brand Awareness,Students,India,28959,27136,2417,1034,162,758,343,808.65,412.22,8.35%,6.75%,-49.02%
20-06-2024,Facebook,Festive Sale,Professionals,Canada,4127,15984,722,1287,394,538,37,446.13,3549.21,17.49%,53.77%,695.56%
21-06-2024,Instagram,Lead Generation,Adults,UK,19100,18193,4011,188,113,589,324,804.04,2152.18,21.00%,4.66%,167.67%
21-06-2024,Facebook,Lead Generation,Youth,UK,40472,33520,2890,1582,247,594,475,183.42,2809.5,7.14%,5.99%,1431.73%
21-06-2024,Instagram,Festive Sale,Students,Australia,36450,5059,2951,1270,445,619,396,380.59,1694.26,8.10%,6.40%,345.17%
25-06-2024,Instagram,Lead Generation,Students,India,22118,17259,1593,825,346,287,478,561.65,4179.56,7.20%,6.59%,644.16%
25-06-2024,Facebook,Brand Awareness,Youth,India,31429,4313,1409,97,476,302,158,110.56,1605.86,4.48%,2.78%,1352.48%
25-06-2024,Instagram,Brand Awareness,Professionals,USA,21400,18150,825,713,322,428,347,595.61,2129.31,3.86%,6.84%,257.50%
29-06-2024,Facebook,Product Launch,Students,Australia,11364,4732,4221,2179,137,239,476,114.28,2587.98,37.14%,22.48%,2164.60%
30-06-2024,Facebook,Product Launch,Professionals,Australia,37877,34637,847,1878,336,141,99,486.54,2866.4,2.24%,6.22%,489.14%
02-07-2024,Facebook,Festive Sale,Professionals,Canada,28302,15506,3072,655,137,445,363,618.34,4038.53,10.85%,4.37%,553.12%
05-07-2024,Facebook,Festive Sale,Youth,India,29386,20733,997,2893,289,519,31,928.73,2865.65,3.39%,12.59%,208.56%
05-07-2024,Instagram,Lead Generation,Adults,UK,18485,2996,2802,291,2,320,85,785.79,1555.15,15.16%,3.32%,97.91%
